title:Just Another Team's MnK rolls - Season 19
description:Just Another Team's recommendations for Season 19. Recommended for Mouse and Keyboard.

//notes: While unfortunately Long Arm hasn’t quite stacked up as the Legendary  Dead Man’s Tale, it still shines in it’s own niche. While normally I’d suggest Rapid Hit over all others, the long reload time means that Rapid Hit falls off after only a couple of bullets reloaded. Either go into Wellspring and commit to Scout Reloaders and reload boosters, or run with Compulsive Reloader and try not go below half ammo. tags:god-pve
dimwishlist:item=487205709&perks=4090651448,1968497646,247725512,2213355989
dimwishlist:item=487205709&perks=4090651448,1968497646,247725512,3592538738
dimwishlist:item=487205709&perks=3250034553,1885400500,247725512,2213355989
dimwishlist:item=487205709&perks=3250034553,1885400500,247725512,3592538738
dimwishlist:item=487205709&perks=3250034553,1561002382,247725512,2213355989
dimwishlist:item=487205709&perks=3250034553,1561002382,247725512,3592538738
dimwishlist:item=487205709&perks=3250034553,1968497646,247725512,2213355989
dimwishlist:item=487205709&perks=3250034553,1968497646,247725512,3592538738

//notes: An MG with good perks sadly let down a little by it’s frame. Demo + Voltshot gives the MG some excellent add clearing in Arc - although it’s arguably overtaken by Commemoration tags:pve,pvp
dimwishlist:item=487205709&perks=247725512,3592538738

//notes: An MG with good perks sadly let down a little by it’s frame. Demo + Voltshot gives the MG some excellent add clearing in Arc - although it’s arguably overtaken by Commemoration tags:pve
dimwishlist:item=487205709&perks=3523296417,2173046394
dimwishlist:item=487205709&perks=3523296417,3592538738
dimwishlist:item=487205709&perks=3523296417,11612903
dimwishlist:item=487205709&perks=247725512,2173046394
dimwishlist:item=487205709&perks=247725512,3592538738
dimwishlist:item=487205709&perks=247725512,11612903
dimwishlist:item=487205709&perks=2848615171,2173046394
dimwishlist:item=487205709&perks=2848615171,3592538738
dimwishlist:item=487205709&perks=2848615171,11612903

//notes: tags:pvp
dimwishlist:item=487205709&perks=247725512,2213355989
dimwishlist:item=487205709&perks=247725512,3592538738

//notes: tags:god-pve
dimwishlist:item=487361141&perks=1840239774,1087426260,3300816228,1546637391

//notes: tags:god-pvp
dimwishlist:item=487361141&perks=1482024992,3142289711,4071163871,47981717

//notes: tags:pve
dimwishlist:item=487361141&perks=1840239774,1087426260,3300816228,1546637391
dimwishlist:item=487361141&perks=1840239774,1087426260,3300816228,2173046394
dimwishlist:item=487361141&perks=1840239774,1087426260,4071163871,1546637391
dimwishlist:item=487361141&perks=1840239774,1087426260,4071163871,2173046394
dimwishlist:item=487361141&perks=1840239774,106909392,3300816228,1546637391
dimwishlist:item=487361141&perks=1840239774,106909392,3300816228,2173046394
dimwishlist:item=487361141&perks=1840239774,106909392,4071163871,1546637391
dimwishlist:item=487361141&perks=1840239774,106909392,4071163871,2173046394
dimwishlist:item=487361141&perks=4090651448,1087426260,3300816228,1546637391
dimwishlist:item=487361141&perks=4090651448,1087426260,3300816228,2173046394
dimwishlist:item=487361141&perks=4090651448,1087426260,4071163871,1546637391
dimwishlist:item=487361141&perks=4090651448,1087426260,4071163871,2173046394
dimwishlist:item=487361141&perks=4090651448,106909392,3300816228,1546637391
dimwishlist:item=487361141&perks=4090651448,106909392,3300816228,2173046394
dimwishlist:item=487361141&perks=4090651448,106909392,4071163871,1546637391
dimwishlist:item=487361141&perks=4090651448,106909392,4071163871,2173046394
dimwishlist:item=487361141&perks=839105230,1087426260,3300816228,1546637391
dimwishlist:item=487361141&perks=839105230,1087426260,3300816228,2173046394
dimwishlist:item=487361141&perks=839105230,1087426260,4071163871,1546637391
dimwishlist:item=487361141&perks=839105230,1087426260,4071163871,2173046394
dimwishlist:item=487361141&perks=839105230,106909392,3300816228,1546637391
dimwishlist:item=487361141&perks=839105230,106909392,3300816228,2173046394
dimwishlist:item=487361141&perks=839105230,106909392,4071163871,1546637391
dimwishlist:item=487361141&perks=839105230,106909392,4071163871,2173046394

//notes: tags:pvp
dimwishlist:item=487361141&perks=1482024992,3142289711,4071163871,47981717
dimwishlist:item=487361141&perks=1482024992,3142289711,1821614984,47981717
dimwishlist:item=487361141&perks=1482024992,3142289711,1866048759,47981717
dimwishlist:item=487361141&perks=1482024992,3142289711,3436462433,47981717
dimwishlist:item=487361141&perks=1482024992,3142289711,588594999,47981717
dimwishlist:item=487361141&perks=1482024992,3177308360,4071163871,47981717
dimwishlist:item=487361141&perks=1482024992,3177308360,1821614984,47981717
dimwishlist:item=487361141&perks=1482024992,3177308360,1866048759,47981717
dimwishlist:item=487361141&perks=1482024992,3177308360,3436462433,47981717
dimwishlist:item=487361141&perks=1482024992,3177308360,588594999,47981717
dimwishlist:item=487361141&perks=1840239774,3142289711,4071163871,47981717
dimwishlist:item=487361141&perks=1840239774,3142289711,1821614984,47981717
dimwishlist:item=487361141&perks=1840239774,3142289711,1866048759,47981717
dimwishlist:item=487361141&perks=1840239774,3142289711,3436462433,47981717
dimwishlist:item=487361141&perks=1840239774,3142289711,588594999,47981717
dimwishlist:item=487361141&perks=1840239774,3177308360,4071163871,47981717
dimwishlist:item=487361141&perks=1840239774,3177308360,1821614984,47981717
dimwishlist:item=487361141&perks=1840239774,3177308360,1866048759,47981717
dimwishlist:item=487361141&perks=1840239774,3177308360,3436462433,47981717
dimwishlist:item=487361141&perks=1840239774,3177308360,588594999,47981717
dimwishlist:item=487361141&perks=4090651448,3142289711,4071163871,47981717
dimwishlist:item=487361141&perks=4090651448,3142289711,1821614984,47981717
dimwishlist:item=487361141&perks=4090651448,3142289711,1866048759,47981717
dimwishlist:item=487361141&perks=4090651448,3142289711,3436462433,47981717
dimwishlist:item=487361141&perks=4090651448,3142289711,588594999,47981717
dimwishlist:item=487361141&perks=4090651448,3177308360,4071163871,47981717
dimwishlist:item=487361141&perks=4090651448,3177308360,1821614984,47981717
dimwishlist:item=487361141&perks=4090651448,3177308360,1866048759,47981717
dimwishlist:item=487361141&perks=4090651448,3177308360,3436462433,47981717
dimwishlist:item=487361141&perks=4090651448,3177308360,588594999,47981717
dimwishlist:item=487361141&perks=3250034553,3142289711,4071163871,47981717
dimwishlist:item=487361141&perks=3250034553,3142289711,1821614984,47981717
dimwishlist:item=487361141&perks=3250034553,3142289711,1866048759,47981717
dimwishlist:item=487361141&perks=3250034553,3142289711,3436462433,47981717
dimwishlist:item=487361141&perks=3250034553,3142289711,588594999,47981717
dimwishlist:item=487361141&perks=3250034553,3177308360,4071163871,47981717
dimwishlist:item=487361141&perks=3250034553,3177308360,1821614984,47981717
dimwishlist:item=487361141&perks=3250034553,3177308360,1866048759,47981717
dimwishlist:item=487361141&perks=3250034553,3177308360,3436462433,47981717
dimwishlist:item=487361141&perks=3250034553,3177308360,588594999,47981717

//notes: tags:pve
dimwishlist:item=487361141&perks=3300816228,1546637391
dimwishlist:item=487361141&perks=3300816228,2173046394
dimwishlist:item=487361141&perks=4071163871,1546637391
dimwishlist:item=487361141&perks=4071163871,2173046394

//notes: tags:pvp
dimwishlist:item=487361141&perks=4071163871,47981717
dimwishlist:item=487361141&perks=1821614984,47981717
dimwishlist:item=487361141&perks=1866048759,47981717
dimwishlist:item=487361141&perks=3436462433,47981717
dimwishlist:item=487361141&perks=588594999,47981717

//notes: If you don’t have an old Avalanche with a nice scope, there’s not really much reason to use this gun. The new version with Incandescent has a niche, but it’s still not that interesting tags:god-pve
dimwishlist:item=495940989&perks=1840239774,3230963543,1820235745,4293542123

//notes: tags:god-pvp
dimwishlist:item=495940989&perks=1482024992,1885400500,1359896290,1890422124

//notes: If you don’t have an old Avalanche with a nice scope, there’s not really much reason to use this gun. The new version with Incandescent has a niche, but it’s still not that interesting tags:pve
dimwishlist:item=495940989&perks=1840239774,3230963543,1820235745,4293542123
dimwishlist:item=495940989&perks=1840239774,3230963543,1820235745,1546637391
dimwishlist:item=495940989&perks=1840239774,3230963543,1820235745,4082225868
dimwishlist:item=495940989&perks=1840239774,3230963543,1820235745,365154968
dimwishlist:item=495940989&perks=1840239774,3230963543,3300816228,4293542123
dimwishlist:item=495940989&perks=1840239774,3230963543,3300816228,1546637391
dimwishlist:item=495940989&perks=1840239774,3230963543,3300816228,4082225868
dimwishlist:item=495940989&perks=1840239774,3230963543,3300816228,365154968
dimwishlist:item=495940989&perks=1840239774,3230963543,3436462433,4293542123
dimwishlist:item=495940989&perks=1840239774,3230963543,3436462433,1546637391
dimwishlist:item=495940989&perks=1840239774,3230963543,3436462433,4082225868
dimwishlist:item=495940989&perks=1840239774,3230963543,3436462433,365154968
dimwishlist:item=495940989&perks=1840239774,1561002382,1820235745,4293542123
dimwishlist:item=495940989&perks=1840239774,1561002382,1820235745,1546637391
dimwishlist:item=495940989&perks=1840239774,1561002382,1820235745,4082225868
dimwishlist:item=495940989&perks=1840239774,1561002382,1820235745,365154968
dimwishlist:item=495940989&perks=1840239774,1561002382,3300816228,4293542123
dimwishlist:item=495940989&perks=1840239774,1561002382,3300816228,1546637391
dimwishlist:item=495940989&perks=1840239774,1561002382,3300816228,4082225868
dimwishlist:item=495940989&perks=1840239774,1561002382,3300816228,365154968
dimwishlist:item=495940989&perks=1840239774,1561002382,3436462433,4293542123
dimwishlist:item=495940989&perks=1840239774,1561002382,3436462433,1546637391
dimwishlist:item=495940989&perks=1840239774,1561002382,3436462433,4082225868
dimwishlist:item=495940989&perks=1840239774,1561002382,3436462433,365154968
dimwishlist:item=495940989&perks=1840239774,1087426260,1820235745,4293542123
dimwishlist:item=495940989&perks=1840239774,1087426260,1820235745,1546637391
dimwishlist:item=495940989&perks=1840239774,1087426260,1820235745,4082225868
dimwishlist:item=495940989&perks=1840239774,1087426260,1820235745,365154968
dimwishlist:item=495940989&perks=1840239774,1087426260,3300816228,4293542123
dimwishlist:item=495940989&perks=1840239774,1087426260,3300816228,1546637391
dimwishlist:item=495940989&perks=1840239774,1087426260,3300816228,4082225868
dimwishlist:item=495940989&perks=1840239774,1087426260,3300816228,365154968
dimwishlist:item=495940989&perks=1840239774,1087426260,3436462433,4293542123
dimwishlist:item=495940989&perks=1840239774,1087426260,3436462433,1546637391
dimwishlist:item=495940989&perks=1840239774,1087426260,3436462433,4082225868
dimwishlist:item=495940989&perks=1840239774,1087426260,3436462433,365154968
dimwishlist:item=495940989&perks=4090651448,3230963543,1820235745,4293542123
dimwishlist:item=495940989&perks=4090651448,3230963543,1820235745,1546637391
dimwishlist:item=495940989&perks=4090651448,3230963543,1820235745,4082225868
dimwishlist:item=495940989&perks=4090651448,3230963543,1820235745,365154968
dimwishlist:item=495940989&perks=4090651448,3230963543,3300816228,4293542123
dimwishlist:item=495940989&perks=4090651448,3230963543,3300816228,1546637391
dimwishlist:item=495940989&perks=4090651448,3230963543,3300816228,4082225868
dimwishlist:item=495940989&perks=4090651448,3230963543,3300816228,365154968
dimwishlist:item=495940989&perks=4090651448,3230963543,3436462433,4293542123
dimwishlist:item=495940989&perks=4090651448,3230963543,3436462433,1546637391
dimwishlist:item=495940989&perks=4090651448,3230963543,3436462433,4082225868
dimwishlist:item=495940989&perks=4090651448,3230963543,3436462433,365154968
dimwishlist:item=495940989&perks=4090651448,1561002382,1820235745,4293542123
dimwishlist:item=495940989&perks=4090651448,1561002382,1820235745,1546637391
dimwishlist:item=495940989&perks=4090651448,1561002382,1820235745,4082225868
dimwishlist:item=495940989&perks=4090651448,1561002382,1820235745,365154968
dimwishlist:item=495940989&perks=4090651448,1561002382,3300816228,4293542123
dimwishlist:item=495940989&perks=4090651448,1561002382,3300816228,1546637391
dimwishlist:item=495940989&perks=4090651448,1561002382,3300816228,4082225868
dimwishlist:item=495940989&perks=4090651448,1561002382,3300816228,365154968
dimwishlist:item=495940989&perks=4090651448,1561002382,3436462433,4293542123
dimwishlist:item=495940989&perks=4090651448,1561002382,3436462433,1546637391
dimwishlist:item=495940989&perks=4090651448,1561002382,3436462433,4082225868
dimwishlist:item=495940989&perks=4090651448,1561002382,3436462433,365154968
dimwishlist:item=495940989&perks=4090651448,1087426260,1820235745,4293542123
dimwishlist:item=495940989&perks=4090651448,1087426260,1820235745,1546637391
dimwishlist:item=495940989&perks=4090651448,1087426260,1820235745,4082225868
dimwishlist:item=495940989&perks=4090651448,1087426260,1820235745,365154968
dimwishlist:item=495940989&perks=4090651448,1087426260,3300816228,4293542123
dimwishlist:item=495940989&perks=4090651448,1087426260,3300816228,1546637391
dimwishlist:item=495940989&perks=4090651448,1087426260,3300816228,4082225868
dimwishlist:item=495940989&perks=4090651448,1087426260,3300816228,365154968
dimwishlist:item=495940989&perks=4090651448,1087426260,3436462433,4293542123
dimwishlist:item=495940989&perks=4090651448,1087426260,3436462433,1546637391
dimwishlist:item=495940989&perks=4090651448,1087426260,3436462433,4082225868
dimwishlist:item=495940989&perks=4090651448,1087426260,3436462433,365154968
dimwishlist:item=495940989&perks=839105230,3230963543,1820235745,4293542123
dimwishlist:item=495940989&perks=839105230,3230963543,1820235745,1546637391
dimwishlist:item=495940989&perks=839105230,3230963543,1820235745,4082225868
dimwishlist:item=495940989&perks=839105230,3230963543,1820235745,365154968
dimwishlist:item=495940989&perks=839105230,3230963543,3300816228,4293542123
dimwishlist:item=495940989&perks=839105230,3230963543,3300816228,1546637391
dimwishlist:item=495940989&perks=839105230,3230963543,3300816228,4082225868
dimwishlist:item=495940989&perks=839105230,3230963543,3300816228,365154968
dimwishlist:item=495940989&perks=839105230,3230963543,3436462433,4293542123
dimwishlist:item=495940989&perks=839105230,3230963543,3436462433,1546637391
dimwishlist:item=495940989&perks=839105230,3230963543,3436462433,4082225868
dimwishlist:item=495940989&perks=839105230,3230963543,3436462433,365154968
dimwishlist:item=495940989&perks=839105230,1561002382,1820235745,4293542123
dimwishlist:item=495940989&perks=839105230,1561002382,1820235745,1546637391
dimwishlist:item=495940989&perks=839105230,1561002382,1820235745,4082225868
dimwishlist:item=495940989&perks=839105230,1561002382,1820235745,365154968
dimwishlist:item=495940989&perks=839105230,1561002382,3300816228,4293542123
dimwishlist:item=495940989&perks=839105230,1561002382,3300816228,1546637391
dimwishlist:item=495940989&perks=839105230,1561002382,3300816228,4082225868
dimwishlist:item=495940989&perks=839105230,1561002382,3300816228,365154968
dimwishlist:item=495940989&perks=839105230,1561002382,3436462433,4293542123
dimwishlist:item=495940989&perks=839105230,1561002382,3436462433,1546637391
dimwishlist:item=495940989&perks=839105230,1561002382,3436462433,4082225868
dimwishlist:item=495940989&perks=839105230,1561002382,3436462433,365154968
dimwishlist:item=495940989&perks=839105230,1087426260,1820235745,4293542123
